index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
748,cg25430089,-0.020268953,9,125763648,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34355965,Pbx3
749,cg25467897,-0.140293455,X,71153510,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307108,Nlgn3
750,cg25518911,-0.010182216,4,183906880,STOX2,STOX2,56977,conserved gene and region in mouse and human,STOX2_Exon,"Exon (ENST00000308497.9/56977, exon 1 of 4)",8,47287955,Stox2
751,cg25615279,-0.00280266,10,123144477,HMX2,HMX2,3167,mapped to different gene in human and mouse,HMX2_Promoter,Promoter (3-4kb),7,131550703,Fgfr2
752,cg25622623,0.18092974,17,61399779,LOC101927855,TBX2,101927855,mapped to different gene in human and mouse,LOC101927855_Promoter,Promoter (<=1kb),11,85832704,Tbx2
753,cg25639084,5.24E-05,13,23559374,TNFRSF19,TNFRSF19,55504,"mapped in human, not mapped in mouse",TNFRSF19_Intergenic_upstream,Distal Intergenic,,,
754,cg25649550,0.011325588,11,35261714,SLC1A2,SLC1A2,6506,"mapped in human, not mapped in mouse",SLC1A2_threeUTR,3' UTR,2,102780742,Slc1a2
755,cg25651791,-0.010173533,9,124769837,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925333,Nr6a1
756,cg25662803,0.009361139,4,150490968,LRBA,LRBA,987,conserved gene but different region in human and mouse,LRBA_threeUTR,3' UTR,3,86605936,Lrba
757,cg25687751,-0.184949697,1,35181211,SFPQ,SFPQ,6421,conserved gene but different region in human and mouse,SFPQ_Exon,"Exon (ENST00000490668.5/6421, exon 1 of 4)",4,127032728,Sfpq
758,cg25694286,0.03906294,22,38489317,DDX17,DDX17,10521,conserved gene and region in mouse and human,DDX17_threeUTR,3' UTR,15,79533069,Ddx17
759,cg25699407,0.016269336,6,19839215,ID4,ID4,3400,conserved gene and region in mouse and human,ID4_threeUTR,3' UTR,13,48262957,Id4
760,cg25731502,-0.046427291,3,152299732,MBNL1,MBNL1,4154,conserved gene and region in mouse and human,MBNL1_fiveUTR,5' UTR,3,60529080,Mbnl1
761,cg25771548,-0.02646563,15,64688789,OAZ2,OAZ2,4947,"mapped in human, not mapped in mouse",OAZ2_threeUTR,3' UTR,9,65689139,Oaz2
762,cg25805807,-0.320456857,10,101430388,BTRC,BTRC,8945,conserved gene and region in mouse and human,BTRC_Exon,"Exon (ENST00000393441.8/8945, exon 2 of 14)",19,45423176,Btrc
763,cg25824158,-0.019594811,10,73839578,CAMK2G,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757705,Camk2g
764,cg25905455,-0.048321972,9,129437326,LINC00963,LINC00963,100506190,mapped to different gene in human and mouse,LINC00963_Intron,"Intron (ENST00000436510.1/ENST00000436510.1, intron 1 of 1)",2,30677229,Cstad
765,cg25906744,0.025919774,X,140088074,LOC389895,LOC389895,389895,"mapped in human, not mapped in mouse",LOC389895_Promoter,Promoter (3-4kb),,,
766,cg25950871,-0.269582056,10,100655672,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44671282,Pax2
767,cg25960060,-0.125528889,7,27156519,HOXA7,HOXA7,3204,conserved gene and region in mouse and human,HOXA7_Exon,Promoter (<=1kb),6,52217379,Hoxa7
768,cg26032884,0.004237064,17,2058657,HIC1,HIC1,3090,conserved gene and region in mouse and human,HIC1_Exon,"Exon (ENST00000399849.4/3090, exon 2 of 2)",11,75165557,Hic1
769,cg26045960,-0.030939129,8,65841464,PDE7A,PDE7A,5150,conserved gene and region in mouse and human,PDE7A_Exon,Promoter (<=1kb),3,19310957,Pde7a
770,cg26062663,-0.024188218,13,27823129,PLUT,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223954,Gsx1
771,cg26067250,0.202248114,2,172085721,DLX1,DLX1,1745,mapped to different gene in human and mouse,DLX1_Exon,Promoter (<=1kb),2,71530037,Dlx1
772,cg26072749,-0.07771169,17,48579912,HOXB3,MIR10A,3213,mapped to different gene in human and mouse,HOXB3_Exon,"Exon (ENST00000548801.1/406902, exon 1 of 1)",11,96317199,Hoxb4
773,cg26102159,-0.050198557,10,73839584,CAMK2G,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757711,Camk2g
774,cg26120306,-0.110019428,10,101767676,FGF8,FGF8,2253,conserved gene and region in mouse and human,FGF8_Intergenic_downstream,Distal Intergenic,19,45734723,Fgf8
775,cg26234822,-0.055126606,5,146251755,RBM27,RBM27,54439,conserved gene and region in mouse and human,RBM27_Exon,"Exon (ENST00000265271.7/54439, exon 9 of 21)",18,42314015,Rbm27
776,cg26260350,0.07759569,2,63050797,OTX1,OTX1,5013,conserved gene and region in mouse and human,OTX1_Exon,Promoter (<=1kb),11,22001647,Otx1
777,cg26275174,-6.60E-06,9,2159835,SMARCA2,SMARCA2,6595,"mapped in human, not mapped in mouse",SMARCA2_Exon,"Exon (ENST00000635133.1/6595, exon 2 of 6)",19,26749873,Smarca2
778,cg26363341,0.06259674,2,208304946,PIKFYVE,PIKFYVE,200576,conserved gene and region in mouse and human,PIKFYVE_threeUTR,3' UTR,1,65224262,Pikfyve
779,cg26420776,0.038035306,7,1237756,UNCX,UNCX,340260,conserved gene and region in mouse and human,UNCX_Intergenic_downstream,Distal Intergenic,5,139548762,Uncx
780,cg26425570,-0.013206227,9,70406687,KLF9,KLF9,687,conserved gene and region in mouse and human,KLF9_Intron,"Intron (ENST00000377126.3/687, intron 1 of 1)",19,23147226,Klf9
781,cg26474314,0.045734696,10,123144411,HMX2,HMX2,3167,mapped to different gene in human and mouse,HMX2_Promoter,Promoter (3-4kb),7,131550637,Fgfr2
782,cg26476447,-0.242123005,14,76075669,IFT43,IFT43,112752,conserved gene and region in mouse and human,IFT43_Intron,"Intron (ENST00000314067.10/112752, intron 5 of 8)",12,86153752,Ift43
783,cg26512254,0.693059678,7,27200144,HOTTIP,HOXA13,100316868,mapped to different gene in human and mouse,HOTTIP_Intron,"Intron (ENST00000421733.1/100316868, intron 1 of 1)",6,52260841,Hoxa13
784,cg26581729,-0.127904686,9,137045340,NPDC1,NPDC1,56654,"mapped in human, not mapped in mouse",NPDC1_Promoter,Promoter (<=1kb),,,
785,cg26594414,-0.024796396,10,103622472,SH3PXD2A,SH3PXD2A,9644,conserved gene and region in mouse and human,SH3PXD2A_Exon,"Exon (ENST00000369774.8/9644, exon 10 of 15)",19,47283023,Sh3pxd2a
786,cg26598122,-0.1126144,17,40129591,MSL1,MSL1,339287,mapped to different gene in human and mouse,MSL1_Exon,"Exon (ENST00000398532.9/339287, exon 3 of 9)",11,98800346,Msl1
787,cg26603143,-0.077328235,6,21597740,SOX4,SOX4,6659,conserved gene and region in mouse and human,SOX4_threeUTR,3' UTR,13,28949874,Sox4
788,cg26616379,-0.424801411,9,95506573,PTCH1,PTCH1,5727,conserved gene and region in mouse and human,PTCH1_fiveUTR,5' UTR,13,63563789,Ptch1
789,cg26709300,-0.065382425,16,30095361,YPEL3,BOLA2,83719,conserved gene and region in mouse and human,YPEL3_Exon,Promoter (<=1kb),7,126777843,Ypel3
790,cg26781330,0.006896698,12,53600991,ATF7,ATF7,11016,"mapped in human, not mapped in mouse",ATF7_fiveUTR,5' UTR,15,102593710,Atf7
791,cg26844246,0.208010479,5,171309273,TLX3,TLX3,30012,conserved gene and region in mouse and human,TLX3_fiveUTR,Promoter (<=1kb),11,33203551,Tlx3
792,cg26845017,-0.036741219,10,100655556,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44671166,Pax2
793,cg26845448,0.023735756,5,114362796,KCNN2,KCNN2,3781,conserved gene but different region in human and mouse,KCNN2_fiveUTR,5' UTR,18,45560174,Gm31907
794,cg26869371,-0.053183747,15,49424281,FAM227B,FAM227B,196951,"mapped in human, not mapped in mouse",FAM227B_fiveUTR,5' UTR,2,126035698,Fam227b
795,cg26885075,-0.001695069,5,88555621,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Intron,"Intron (ENST00000506978.5/645323, intron 3 of 6)",13,83869284,Gm5452
796,cg26917960,0.000871896,9,123422796,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832371,Dennd1a
797,cg26920416,0.061176379,9,138102700,CACNA1B,CACNA1B,774,conserved gene and region in mouse and human,CACNA1B_Intron,"Intron (ENST00000371372.6/774, intron 37 of 46)",2,24625344,Cacna1b
798,cg26957053,0.014348496,14,33800281,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068282,Npas3
799,cg26973693,0.033974607,7,1232388,UNCX,UNCX,340260,conserved gene but different region in human and mouse,UNCX_Promoter,Promoter (<=1kb),5,139543500,Uncx
800,cg26989456,-0.00046464,X,137237781,GPR101,GPR101,83550,conserved gene and region in mouse and human,GPR101_Intergenic_upstream,Distal Intergenic,X,57712137,Gm8107
801,cg27035369,-0.031690947,X,40155247,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136979,Bcor
802,cg27096599,0.017054725,3,61562277,PTPRG,PTPRG,5793,conserved gene and region in mouse and human,PTPRG_fiveUTR,Promoter (<=1kb),14,11554237,Ptprg
803,cg27201382,0.523617881,11,27720483,BDNF,BDNF,627,conserved gene and region in mouse and human,BDNF_fiveUTR,Promoter (<=1kb),2,109676257,Bdnf
804,cg27208859,0.046076245,X,133999650,GPC3,GPC3,2719,conserved gene and region in mouse and human,GPC3_Intergenic_upstream,Distal Intergenic,X,52627685,Gpc3
805,cg27228973,-0.099499472,1,41404380,FOXO6-AS1,EDN2,101929901,"mapped in human, not mapped in mouse",FOXO6-AS1_Intergenic_upstream,Distal Intergenic,4,120243117,Foxo6
806,cg27242082,0.013757625,2,156328905,NR4A2,NR4A2,4929,conserved gene and region in mouse and human,NR4A2_Intron,"Intron (ENST00000339562.9/4929, intron 3 of 7)",2,57111185,Nr4a2
807,cg27275508,-0.000925784,3,181707923,SOX2-OT,SOX2-OT,347689,mapped to different gene in human and mouse,SOX2-OT_Intron,"Intron (ENST00000660576.1/347689, intron 5 of 6)",3,34646147,Sox2
808,cg27291552,-0.012516233,3,42659736,ZBTB47,ZBTB47,92999,"mapped in human, not mapped in mouse",ZBTB47_Exon,"Exon (ENST00000232974.11/92999, exon 2 of 6)",9,121764029,Zfp651
809,cg27291660,0.025200246,14,22928580,PRMT5,PRMT5,10419,conserved gene but different region in human and mouse,PRMT5_Exon,Promoter (<=1kb),14,54516580,Prmt5
810,cg27294582,-0.036941452,17,48615092,HOXB7,HOXB8,3217,"mapped in human, not mapped in mouse",HOXB7_fiveUTR,5' UTR,11,96282557,Hoxb8
811,cg27299745,-0.022374323,13,83881256,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_Exon,"Exon (ENST00000377084.3/114798, exon 1 of 1)",14,108913026,Slitrk1
812,cg27300575,-0.06230598,11,102209523,YAP1,YAP1,10413,conserved gene and region in mouse and human,YAP1_Exon,"Exon (ENST00000282441.10/10413, exon 6 of 9)",9,7950532,Yap1
813,cg27430422,0.21164923,17,35824152,TAF15,TAF15,8148,conserved gene and region in mouse and human,TAF15_Exon,"Exon (ENST00000604879.5/8148, exon 7 of 10)",11,83488999,Taf15
814,cg27492942,-0.026234893,17,38729712,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685376,Mllt6
815,cg27547112,0.02947715,9,83973650,HNRNPK,HNRNPK,3190,conserved gene but different region in human and mouse,HNRNPK_Intron,"Intron (ENST00000448389.1/ENST00000448389.1, intron 1 of 1)",13,58395939,Hnrnpk
816,cg27593991,-0.088300422,18,55587081,TCF4,TCF4,6925,conserved gene but different region in human and mouse,TCF4_fiveUTR,5' UTR,18,69347333,Tcf4
817,cg27637521,0.008219951,17,78359121,SOCS3,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_fiveUTR,Promoter (<=1kb),11,117968256,Socs3
