index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
747,cg14006844,-0.180874786,14,67473650,TMEM229B,TMEM229B,161145,"mapped in human, not mapped in mouse",TMEM229B_Exon,"Exon (ENST00000555638.5/161145, exon 3 of 9)",12,78964882,Tmem229b
748,cg12830057,0.435922245,3,69879222,MITF,MITF,4286,"mapped in human, not mapped in mouse",MITF_Exon,"Exon (ENST00000352241.8/4286, exon 2 of 10)",6,97941141,Mitf
749,cg12965599,-0.09349389,3,147408137,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Intron,"Intron (ENST00000472523.1/440982, intron 1 of 1)",9,91367289,Zic4
750,cg13655781,-0.000179108,3,152835992,P2RY1,P2RY1,5028,conserved gene and region in mouse and human,P2RY1_Exon,Promoter (<=1kb),3,61003651,P2ry1
751,cg04228573,0.322903409,17,69414658,MAP2K6,MAP2K6,5608,conserved gene and region in mouse and human,MAP2K6_Promoter,Promoter (<=1kb),11,110399083,Map2k6
752,cg04353319,0.003270907,17,2400859,MNT,MNT,4335,conserved gene and region in mouse and human,MNT_fiveUTR,Promoter (<=1kb),11,74831181,Mnt
753,cg04404159,-0.20351729,17,39299038,FBXL20,FBXL20,84961,conserved gene and region in mouse and human,FBXL20_Exon,"Exon (ENST00000264658.11/84961, exon 5 of 15)",11,98110983,Fbxl20
754,cg05506474,-0.044036761,17,28759735,FAM222B,FAM222B,55731,conserved gene and region in mouse and human,FAM222B_fiveUTR,5' UTR,11,78153837,Fam222b
755,cg06386724,-0.001169925,17,51120410,SPAG9,SPAG9,9043,conserved gene and region in mouse and human,SPAG9_Exon,Promoter (<=1kb),11,93996516,Spag9
756,cg06391468,-0.444432263,17,72121389,SOX9-AS1,SOX9,400618,mapped to different gene in human and mouse,SOX9-AS1_fiveUTR,5' UTR,11,112782582,Sox9
757,cg06493080,1.451140076,17,48610948,HOXB7,HOXB7,3217,conserved gene and region in mouse and human,HOXB7_fiveUTR,Promoter (<=1kb),11,96286697,Hoxb7
758,cg07493901,-1.057702693,17,62065181,MED13,MED13,9969,conserved gene and region in mouse and human,MED13_Exon,Promoter (<=1kb),11,86357501,Med13
759,cg15405572,-0.09868336,12,77830772,NAV3,NAV3,89795,"mapped in human, not mapped in mouse",NAV3_Intron,"Intron (ENST00000550042.2/89795, intron 2 of 8)",,,
760,cg25639084,0.003591662,13,23559374,TNFRSF19,TNFRSF19,55504,"mapped in human, not mapped in mouse",TNFRSF19_Intergenic_upstream,Distal Intergenic,,,
761,cg09161688,-0.021773657,10,129873560,EBF3,EBF3,253738,conserved gene and region in mouse and human,EBF3_Exon,"Exon (ENST00000368648.7/253738, exon 8 of 16)",7,137231272,Ebf3
